instance,run,n_job,n_tries,e_min,initial_average,final_average,prob_opt,lowest_energy_iteration,lowest_energy_prob_iteration
tai20_5_1.fsp,3,5,6,534,579.0185546875,554.0146484375,0.0,534.0,0.9990234375
tai20_5_1.fsp,3,5,7,534,583.3232421875,546.689453125,0.48046875,534.0,0.9990234375
tai20_5_1.fsp,3,5,8,534,584.81640625,546.9384765625,0.0,534.0,0.9990234375
tai20_5_1.fsp,3,5,9,534,584.833984375,556.9130859375,0.0009765625,534.0,0.9990234375
tai20_5_1.fsp,3,5,10,534,585.4111328125,540.0498046875,0.0,534.0,0.9990234375
tai20_5_1.fsp,3,5,best,534,,534.1318359375,0.9990234375,534.0,0.9990234375
tai20_5_1.fsp,4,5,1,534,566.0029296875,549.1982421875,0.0,,
tai20_5_1.fsp,4,5,2,534,576.3203125,540.0390625,0.0,,
tai20_5_1.fsp,4,5,3,534,578.32421875,549.0107421875,0.0,,
tai20_5_1.fsp,4,5,4,534,580.5390625,550.4697265625,0.0,,
tai20_5_1.fsp,4,5,5,534,582.392578125,534.0224609375,1.0,,
tai20_5_1.fsp,4,5,6,534,582.64453125,534.03125,1.0,534.0,1.0
tai20_5_1.fsp,4,5,7,534,586.0439453125,540.013671875,0.0,534.0,1.0
tai20_5_1.fsp,4,5,8,534,586.20703125,534.0,1.0,534.0,1.0
tai20_5_1.fsp,4,5,9,534,586.412109375,553.5048828125,0.0,534.0,1.0
tai20_5_1.fsp,4,5,10,534,586.96875,559.216796875,0.0,534.0,1.0
tai20_5_1.fsp,4,5,best,534,,534.0224609375,1.0,534.0,1.0
tai20_5_1.fsp,5,5,1,534,566.04296875,534.208984375,0.9951171875,,
tai20_5_1.fsp,5,5,2,534,579.8837890625,547.17578125,0.0,534.0,0.9951171875
tai20_5_1.fsp,5,5,3,534,581.3271484375,557.66015625,0.0,534.0,0.9951171875
tai20_5_1.fsp,5,5,4,534,585.1640625,534.0,0.998046875,534.0,0.9951171875
tai20_5_1.fsp,5,5,5,534,585.31640625,534.0,1.0,534.0,0.998046875
tai20_5_1.fsp,5,5,6,534,586.447265625,556.4716796875,0.029296875,534.0,1.0
tai20_5_1.fsp,5,5,7,534,586.5419921875,558.595703125,0.0029296875,534.0,1.0
tai20_5_1.fsp,5,5,8,534,586.576171875,540.2607421875,0.0,534.0,1.0
tai20_5_1.fsp,5,5,9,534,586.6904296875,559.49609375,0.0,534.0,1.0
tai20_5_1.fsp,5,5,10,534,586.8076171875,540.0,0.0,534.0,1.0
tai20_5_1.fsp,5,5,best,534,,534.0,1.0,534.0,1.0
tai20_5_2.fsp,1,5,1,471,523.203125,477.9462890625,0.314453125,,
tai20_5_2.fsp,1,5,2,471,541.6083984375,482.0,0.0,471.0,0.314453125
tai20_5_2.fsp,1,5,3,471,542.673828125,482.251953125,0.0,471.0,0.314453125
tai20_5_2.fsp,1,5,4,471,544.66796875,482.0,0.0,471.0,0.314453125
tai20_5_2.fsp,1,5,5,471,544.9755859375,481.1259765625,0.0,471.0,0.314453125
tai20_5_2.fsp,1,5,6,471,545.634765625,481.033203125,0.0,471.0,0.314453125
tai20_5_2.fsp,1,5,7,471,545.6865234375,471.0888671875,1.0,471.0,0.314453125
tai20_5_2.fsp,1,5,8,471,546.8359375,472.087890625,0.0,471.0,1.0
tai20_5_2.fsp,1,5,9,471,549.484375,484.0,0.0,471.0,1.0
tai20_5_2.fsp,1,5,10,471,549.7373046875,471.0,1.0,471.0,1.0
tai20_5_2.fsp,1,5,best,471,,471.0888671875,1.0,471.0,1.0
tai20_5_2.fsp,2,5,1,471,532.7548828125,481.87890625,0.0,,
tai20_5_2.fsp,2,5,2,471,532.974609375,482.9482421875,0.0,,
tai20_5_2.fsp,2,5,3,471,533.798828125,480.958984375,0.0,,
tai20_5_2.fsp,2,5,4,471,537.1962890625,471.0,0.9990234375,,
tai20_5_2.fsp,2,5,5,471,538.4755859375,482.009765625,0.0,471.0,0.9990234375
tai20_5_2.fsp,2,5,6,471,538.935546875,481.2890625,0.0,471.0,0.9990234375
tai20_5_2.fsp,2,5,7,471,541.255859375,482.3662109375,0.0,471.0,0.9990234375
tai20_5_2.fsp,2,5,8,471,544.1435546875,484.0673828125,0.0,471.0,0.9990234375
tai20_5_2.fsp,2,5,9,471,545.95703125,481.7470703125,0.0,471.0,0.9990234375
tai20_5_2.fsp,2,5,10,471,545.978515625,480.0234375,0.0,471.0,0.9990234375
tai20_5_2.fsp,2,5,best,471,,471.0,0.9990234375,471.0,0.9990234375
tai20_5_2.fsp,3,5,1,471,522.76953125,482.0,0.0,,
tai20_5_2.fsp,3,5,2,471,530.3369140625,484.0,0.0,,
tai20_5_2.fsp,3,5,3,471,534.6767578125,480.00390625,0.0,,
tai20_5_2.fsp,3,5,4,471,539.3955078125,471.4951171875,0.498046875,,
tai20_5_2.fsp,3,5,5,471,539.626953125,477.451171875,0.0,471.0,0.498046875
tai20_5_2.fsp,3,5,6,471,542.0732421875,484.0,0.0,471.0,0.498046875
tai20_5_2.fsp,3,5,7,471,542.8896484375,482.16015625,0.0,471.0,0.498046875
tai20_5_2.fsp,3,5,8,471,543.7431640625,480.0,0.0,471.0,0.498046875
tai20_5_2.fsp,3,5,9,471,544.3876953125,489.78515625,0.0,471.0,0.498046875
tai20_5_2.fsp,3,5,10,471,544.9638671875,484.0,0.0,471.0,0.498046875
tai20_5_2.fsp,3,5,best,471,,471.4951171875,0.498046875,471.0,0.498046875
tai20_5_2.fsp,4,5,1,471,529.8095703125,481.40234375,0.0,,
tai20_5_2.fsp,4,5,2,471,533.8779296875,484.50390625,0.0,,
tai20_5_2.fsp,4,5,3,471,535.40234375,488.6689453125,0.0,,
tai20_5_2.fsp,4,5,4,471,540.578125,482.0615234375,0.0,,
tai20_5_2.fsp,4,5,5,471,542.55078125,482.0,0.0,,
tai20_5_2.fsp,4,5,6,471,543.0400390625,484.1748046875,0.0,,
tai20_5_2.fsp,4,5,7,471,544.3232421875,481.025390625,0.0,,
tai20_5_2.fsp,4,5,8,471,545.3818359375,471.255859375,0.978515625,,
tai20_5_2.fsp,4,5,9,471,545.55859375,472.068359375,0.0,471.0,0.978515625
tai20_5_2.fsp,4,5,10,471,545.755859375,481.1103515625,0.1796875,471.0,0.978515625
tai20_5_2.fsp,4,5,best,471,,471.255859375,0.978515625,471.0,0.978515625
tai20_5_2.fsp,5,5,1,471,523.654296875,485.8837890625,0.0,,
tai20_5_2.fsp,5,5,2,471,534.5029296875,482.001953125,0.0,,
tai20_5_2.fsp,5,5,3,471,534.8193359375,482.0,0.0,,
tai20_5_2.fsp,5,5,4,471,538.208984375,482.0,0.0,,
tai20_5_2.fsp,5,5,5,471,540.779296875,480.47265625,0.0,,
tai20_5_2.fsp,5,5,6,471,541.669921875,481.16796875,0.0,,
tai20_5_2.fsp,5,5,7,471,545.591796875,478.0,0.0,,
tai20_5_2.fsp,5,5,8,471,546.26171875,481.0166015625,0.0,,
tai20_5_2.fsp,5,5,9,471,546.6494140625,482.3984375,0.0,,
tai20_5_2.fsp,5,5,10,471,547.134765625,481.0,0.0,,
tai20_5_2.fsp,5,5,best,471,,inf,0.0,,
tai20_5_3.fsp,1,5,1,577,636.1240234375,605.9677734375,0.0,,
tai20_5_3.fsp,1,5,2,577,672.1533203125,577.0,1.0,,
tai20_5_3.fsp,1,5,3,577,679.5595703125,644.34765625,0.0,577.0,1.0
tai20_5_3.fsp,1,5,4,577,680.62890625,603.0,0.0,577.0,1.0
tai20_5_3.fsp,1,5,5,577,681.4033203125,622.552734375,0.0,577.0,1.0
tai20_5_3.fsp,1,5,6,577,682.8330078125,608.0,0.0,577.0,1.0
tai20_5_3.fsp,1,5,7,577,683.544921875,577.5,0.998046875,577.0,1.0
tai20_5_3.fsp,1,5,8,577,683.77734375,616.1884765625,0.4873046875,577.0,1.0
tai20_5_3.fsp,1,5,9,577,685.44140625,577.1572265625,0.998046875,577.0,1.0
tai20_5_3.fsp,1,5,10,577,686.4931640625,593.056640625,0.501953125,577.0,1.0
tai20_5_3.fsp,1,5,best,577,,577.0,1.0,577.0,1.0
tai20_5_3.fsp,2,5,1,577,636.1650390625,609.9599609375,0.0,,
tai20_5_3.fsp,2,5,2,577,675.30859375,603.0,0.0,,
tai20_5_3.fsp,2,5,3,577,677.904296875,603.310546875,0.0,,
tai20_5_3.fsp,2,5,4,577,679.2138671875,577.1611328125,1.0,,
tai20_5_3.fsp,2,5,5,577,683.591796875,621.0,0.0,577.0,1.0
tai20_5_3.fsp,2,5,6,577,684.5048828125,603.26171875,0.0,577.0,1.0
tai20_5_3.fsp,2,5,7,577,684.9931640625,577.1630859375,1.0,577.0,1.0
tai20_5_3.fsp,2,5,8,577,685.123046875,577.0,1.0,577.0,1.0
tai20_5_3.fsp,2,5,9,577,685.1484375,637.9765625,0.0,577.0,1.0
tai20_5_3.fsp,2,5,10,577,685.8486328125,635.875,0.0,577.0,1.0
tai20_5_3.fsp,2,5,best,577,,577.1611328125,1.0,577.0,1.0
tai20_5_3.fsp,3,5,1,577,636.0966796875,607.9755859375,0.0,,
tai20_5_3.fsp,3,5,2,577,674.6298828125,591.2890625,0.48828125,,
tai20_5_3.fsp,3,5,3,577,675.9365234375,577.0927734375,0.9990234375,577.0,0.48828125
tai20_5_3.fsp,3,5,4,577,677.494140625,577.0,1.0,577.0,0.9990234375
tai20_5_3.fsp,3,5,5,577,678.50390625,577.0634765625,0.9990234375,577.0,1.0
tai20_5_3.fsp,3,5,6,577,684.75390625,603.0,0.0,577.0,1.0
tai20_5_3.fsp,3,5,7,577,685.1123046875,621.0,0.0,577.0,1.0
tai20_5_3.fsp,3,5,8,577,685.3935546875,638.427734375,0.0,577.0,1.0
tai20_5_3.fsp,3,5,9,577,685.9189453125,608.0,0.0,577.0,1.0
tai20_5_3.fsp,3,5,10,577,686.2529296875,643.255859375,0.0,577.0,1.0
tai20_5_3.fsp,3,5,best,577,,577.0,1.0,577.0,1.0
tai20_5_3.fsp,4,5,1,577,636.2861328125,581.8798828125,0.9384765625,,
tai20_5_3.fsp,4,5,2,577,665.0390625,577.08984375,0.9990234375,577.0,0.9384765625
tai20_5_3.fsp,4,5,3,577,673.9140625,603.0,0.0,577.0,0.9990234375
tai20_5_3.fsp,4,5,4,577,678.66015625,613.1005859375,0.4951171875,577.0,0.9990234375
tai20_5_3.fsp,4,5,5,577,688.3701171875,577.5126953125,0.99609375,577.0,0.9990234375
tai20_5_3.fsp,4,5,6,577,689.03125,577.16796875,0.9990234375,577.0,0.9990234375
tai20_5_3.fsp,4,5,7,577,689.7109375,637.853515625,0.0,577.0,0.9990234375
tai20_5_3.fsp,4,5,8,577,689.9521484375,608.478515625,0.0,577.0,0.9990234375
tai20_5_3.fsp,4,5,9,577,690.0517578125,603.0,0.0,577.0,0.9990234375
tai20_5_3.fsp,4,5,10,577,690.4306640625,603.0,0.0,577.0,0.9990234375
tai20_5_3.fsp,4,5,best,577,,577.08984375,0.9990234375,577.0,0.9990234375
tai20_5_3.fsp,5,5,1,577,636.619140625,624.6279296875,0.0,,
tai20_5_3.fsp,5,5,2,577,659.94140625,621.814453125,0.0,,
tai20_5_3.fsp,5,5,3,577,678.59765625,577.0,1.0,,
tai20_5_3.fsp,5,5,4,577,679.14453125,577.0,1.0,577.0,1.0
tai20_5_3.fsp,5,5,5,577,681.0244140625,625.36328125,0.0,577.0,1.0
tai20_5_3.fsp,5,5,6,577,681.22265625,577.0634765625,0.9990234375,577.0,1.0
tai20_5_3.fsp,5,5,7,577,681.677734375,608.0,0.0,577.0,1.0
tai20_5_3.fsp,5,5,8,577,682.013671875,603.275390625,0.0,577.0,1.0
tai20_5_3.fsp,5,5,9,577,682.4267578125,577.1865234375,0.9990234375,577.0,1.0
tai20_5_3.fsp,5,5,10,577,683.708984375,577.16796875,1.0,577.0,1.0
tai20_5_3.fsp,5,5,best,577,,577.0,1.0,577.0,1.0
tai20_5_4.fsp,1,5,1,493,523.19140625,493.111328125,0.9697265625,,
tai20_5_4.fsp,1,5,2,493,529.916015625,493.146484375,0.9892578125,493.0,0.9697265625
tai20_5_4.fsp,1,5,3,493,533.9892578125,493.134765625,0.9873046875,493.0,0.9892578125
tai20_5_4.fsp,1,5,4,493,534.43359375,499.0,0.0,493.0,0.9892578125
tai20_5_4.fsp,1,5,5,493,535.8154296875,493.0,0.998046875,493.0,0.9892578125
tai20_5_4.fsp,1,5,6,493,535.8369140625,496.099609375,0.515625,493.0,0.998046875
tai20_5_4.fsp,1,5,7,493,536.1591796875,495.794921875,0.5478515625,493.0,0.998046875
tai20_5_4.fsp,1,5,8,493,536.1923828125,493.048828125,0.9990234375,493.0,0.998046875
tai20_5_4.fsp,1,5,9,493,536.255859375,496.0888671875,0.4638671875,493.0,0.9990234375
tai20_5_4.fsp,1,5,10,493,536.6396484375,499.0,0.0,493.0,0.9990234375
tai20_5_4.fsp,1,5,best,493,,493.048828125,0.9990234375,493.0,0.9990234375
tai20_5_4.fsp,2,5,1,493,527.927734375,499.224609375,0.0,,
tai20_5_4.fsp,2,5,2,493,529.2275390625,496.19921875,0.501953125,,
tai20_5_4.fsp,2,5,3,493,530.1376953125,499.0,0.0,493.0,0.501953125
tai20_5_4.fsp,2,5,4,493,530.6376953125,499.0078125,0.0,493.0,0.501953125
tai20_5_4.fsp,2,5,5,493,534.4501953125,493.0,1.0,493.0,0.501953125
tai20_5_4.fsp,2,5,6,493,534.5888671875,499.0,0.0,493.0,1.0
tai20_5_4.fsp,2,5,7,493,535.6337890625,493.556640625,0.916015625,493.0,1.0
tai20_5_4.fsp,2,5,8,493,535.8193359375,493.005859375,1.0,493.0,1.0
tai20_5_4.fsp,2,5,9,493,536.0791015625,493.1474609375,0.994140625,493.0,1.0
tai20_5_4.fsp,2,5,10,493,536.7783203125,493.205078125,0.970703125,493.0,1.0
tai20_5_4.fsp,2,5,best,493,,493.0,1.0,493.0,1.0
tai20_5_4.fsp,3,5,1,493,529.4501953125,493.9609375,0.8603515625,,
tai20_5_4.fsp,3,5,2,493,530.474609375,493.0,0.9990234375,493.0,0.8603515625
tai20_5_4.fsp,3,5,3,493,532.1533203125,495.009765625,0.7060546875,493.0,0.9990234375
tai20_5_4.fsp,3,5,4,493,534.3154296875,496.18359375,0.48828125,493.0,0.9990234375
tai20_5_4.fsp,3,5,5,493,535.3759765625,495.8603515625,0.5361328125,493.0,0.9990234375
tai20_5_4.fsp,3,5,6,493,536.1494140625,493.0,0.998046875,493.0,0.9990234375
tai20_5_4.fsp,3,5,7,493,537.6181640625,493.0,0.9970703125,493.0,0.9990234375
tai20_5_4.fsp,3,5,8,493,538.0205078125,493.3515625,0.953125,493.0,0.9990234375
tai20_5_4.fsp,3,5,9,493,538.08984375,493.0703125,0.994140625,493.0,0.9990234375
tai20_5_4.fsp,3,5,10,493,538.775390625,493.751953125,0.9228515625,493.0,0.9990234375
tai20_5_4.fsp,3,5,best,493,,493.0,0.9990234375,493.0,0.9990234375
tai20_5_4.fsp,4,5,1,493,521.921875,493.017578125,0.9970703125,,
tai20_5_4.fsp,4,5,2,493,525.0439453125,495.763671875,0.5908203125,493.0,0.9970703125
tai20_5_4.fsp,4,5,3,493,528.3798828125,493.017578125,0.9951171875,493.0,0.9970703125
tai20_5_4.fsp,4,5,4,493,529.3134765625,493.56640625,0.9404296875,493.0,0.9970703125
tai20_5_4.fsp,4,5,5,493,532.2861328125,494.001953125,0.8544921875,493.0,0.9970703125
tai20_5_4.fsp,4,5,6,493,532.373046875,495.3427734375,0.6845703125,493.0,0.9970703125
tai20_5_4.fsp,4,5,7,493,532.9951171875,499.0,0.0,493.0,0.9970703125
tai20_5_4.fsp,4,5,8,493,533.408203125,496.8310546875,0.4443359375,493.0,0.9970703125
tai20_5_4.fsp,4,5,9,493,535.03125,499.1005859375,0.0,493.0,0.9970703125
tai20_5_4.fsp,4,5,10,493,535.5625,500.0234375,0.0,493.0,0.9970703125
tai20_5_4.fsp,4,5,best,493,,493.017578125,0.9970703125,493.0,0.9970703125
tai20_5_4.fsp,5,5,1,493,521.017578125,493.21875,0.998046875,,
tai20_5_4.fsp,5,5,2,493,526.837890625,498.94140625,0.0166015625,493.0,0.998046875
tai20_5_4.fsp,5,5,3,493,530.1083984375,494.6591796875,0.7333984375,493.0,0.998046875
tai20_5_4.fsp,5,5,4,493,533.3046875,493.017578125,0.9970703125,493.0,0.998046875
tai20_5_4.fsp,5,5,5,493,533.4638671875,493.138671875,0.9951171875,493.0,0.998046875
tai20_5_4.fsp,5,5,6,493,534.365234375,496.123046875,0.4873046875,493.0,0.998046875
tai20_5_4.fsp,5,5,7,493,535.873046875,493.0,1.0,493.0,0.998046875
tai20_5_4.fsp,5,5,8,493,536.5908203125,493.005859375,0.998046875,493.0,1.0
tai20_5_4.fsp,5,5,9,493,537.49609375,493.05859375,0.9921875,493.0,1.0
tai20_5_4.fsp,5,5,10,493,538.751953125,493.05078125,0.9951171875,493.0,1.0
tai20_5_4.fsp,5,5,best,493,,493.0,1.0,493.0,1.0
tai20_5_5.fsp,1,5,1,415,485.578125,425.8779296875,0.0,,
tai20_5_5.fsp,1,5,2,415,485.7548828125,429.2275390625,0.0,,
tai20_5_5.fsp,1,5,3,415,485.91796875,429.5185546875,0.0,,
tai20_5_5.fsp,1,5,4,415,486.3583984375,427.0,0.0,,
tai20_5_5.fsp,1,5,5,415,489.1767578125,429.228515625,0.0,,
tai20_5_5.fsp,1,5,6,415,490.1875,415.041015625,0.998046875,,
tai20_5_5.fsp,1,5,7,415,490.4853515625,424.1103515625,0.0,415.0,0.998046875
tai20_5_5.fsp,1,5,8,415,491.07421875,415.654296875,0.99609375,415.0,0.998046875
tai20_5_5.fsp,1,5,9,415,491.6787109375,427.0,0.0,415.0,0.998046875
tai20_5_5.fsp,1,5,10,415,492.169921875,415.0,0.998046875,415.0,0.998046875
tai20_5_5.fsp,1,5,best,415,,415.041015625,0.998046875,415.0,0.998046875
tai20_5_5.fsp,2,5,1,415,483.1748046875,429.2431640625,0.0,,
tai20_5_5.fsp,2,5,2,415,483.71875,417.55078125,0.912109375,,
tai20_5_5.fsp,2,5,3,415,484.783203125,429.619140625,0.0,415.0,0.912109375
tai20_5_5.fsp,2,5,4,415,485.6884765625,415.1455078125,0.9990234375,415.0,0.912109375
tai20_5_5.fsp,2,5,5,415,485.9453125,448.0859375,0.0,415.0,0.9990234375
tai20_5_5.fsp,2,5,6,415,487.8984375,415.0,1.0,415.0,0.9990234375
tai20_5_5.fsp,2,5,7,415,488.6328125,429.369140625,0.0,415.0,1.0
tai20_5_5.fsp,2,5,8,415,491.0302734375,424.224609375,0.0,415.0,1.0
tai20_5_5.fsp,2,5,9,415,491.4560546875,441.00390625,0.0,415.0,1.0
tai20_5_5.fsp,2,5,10,415,492.0703125,429.693359375,0.0,415.0,1.0
tai20_5_5.fsp,2,5,best,415,,415.0,1.0,415.0,1.0
tai20_5_5.fsp,3,5,1,415,478.6474609375,415.0,1.0,,
tai20_5_5.fsp,3,5,2,415,481.923828125,426.265625,0.0,415.0,1.0
tai20_5_5.fsp,3,5,3,415,489.4970703125,415.130859375,0.99609375,415.0,1.0
tai20_5_5.fsp,3,5,4,415,489.6259765625,443.435546875,0.4990234375,415.0,1.0
tai20_5_5.fsp,3,5,5,415,490.1767578125,429.1162109375,0.0,415.0,1.0
tai20_5_5.fsp,3,5,6,415,490.794921875,415.203125,0.9853515625,415.0,1.0
tai20_5_5.fsp,3,5,7,415,492.1513671875,429.4814453125,0.0,415.0,1.0
tai20_5_5.fsp,3,5,8,415,492.2607421875,415.0,0.9970703125,415.0,1.0
tai20_5_5.fsp,3,5,9,415,492.279296875,429.0087890625,0.0,415.0,1.0
tai20_5_5.fsp,3,5,10,415,492.65234375,429.5302734375,0.0,415.0,1.0
tai20_5_5.fsp,3,5,best,415,,415.0,1.0,415.0,1.0
tai20_5_5.fsp,4,5,1,415,468.384765625,416.47265625,0.9306640625,,
tai20_5_5.fsp,4,5,2,415,482.185546875,415.0,1.0,415.0,0.9306640625
tai20_5_5.fsp,4,5,3,415,487.6494140625,424.6083984375,0.0,415.0,1.0
tai20_5_5.fsp,4,5,4,415,488.67578125,415.0,1.0,415.0,1.0
tai20_5_5.fsp,4,5,5,415,490.7021484375,429.0205078125,0.0,415.0,1.0
tai20_5_5.fsp,4,5,6,415,490.8544921875,429.0771484375,0.0,415.0,1.0
tai20_5_5.fsp,4,5,7,415,491.30078125,415.0,1.0,415.0,1.0
tai20_5_5.fsp,4,5,8,415,491.4482421875,430.01171875,0.0,415.0,1.0
tai20_5_5.fsp,4,5,9,415,492.1494140625,415.1123046875,0.998046875,415.0,1.0
tai20_5_5.fsp,4,5,10,415,492.9736328125,433.7294921875,0.0,415.0,1.0
tai20_5_5.fsp,4,5,best,415,,415.0,1.0,415.0,1.0
tai20_5_5.fsp,5,5,1,415,451.0048828125,429.765625,0.0,,
tai20_5_5.fsp,5,5,2,415,476.5380859375,430.515625,0.0,,
tai20_5_5.fsp,5,5,3,415,478.435546875,429.6025390625,0.0,,
tai20_5_5.fsp,5,5,4,415,480.283203125,429.140625,0.0,,
tai20_5_5.fsp,5,5,5,415,482.0908203125,436.3203125,0.4873046875,,
tai20_5_5.fsp,5,5,6,415,486.3427734375,430.1083984375,0.0,415.0,0.4873046875
tai20_5_5.fsp,5,5,7,415,488.11328125,429.033203125,0.0,415.0,0.4873046875
tai20_5_5.fsp,5,5,8,415,488.783203125,429.1005859375,0.0,415.0,0.4873046875
tai20_5_5.fsp,5,5,9,415,489.2998046875,415.013671875,1.0,415.0,0.4873046875
tai20_5_5.fsp,5,5,10,415,489.466796875,444.779296875,0.4658203125,415.0,1.0
tai20_5_5.fsp,5,5,best,415,,415.013671875,1.0,415.0,1.0
tai20_5_6.fsp,1,5,1,475,526.4638671875,480.2470703125,0.0,,
tai20_5_6.fsp,1,5,2,475,535.0751953125,475.0205078125,1.0,,
tai20_5_6.fsp,1,5,3,475,538.29296875,502.080078125,0.0,475.0,1.0
tai20_5_6.fsp,1,5,4,475,538.6259765625,492.0,0.0,475.0,1.0
tai20_5_6.fsp,1,5,5,475,539.6435546875,475.375,1.0,475.0,1.0
tai20_5_6.fsp,1,5,6,475,539.896484375,516.0,0.0,475.0,1.0
tai20_5_6.fsp,1,5,7,475,540.9013671875,480.0498046875,0.0,475.0,1.0
tai20_5_6.fsp,1,5,8,475,541.017578125,481.412109375,0.0,475.0,1.0
tai20_5_6.fsp,1,5,9,475,543.15625,483.1630859375,0.0,475.0,1.0
tai20_5_6.fsp,1,5,10,475,543.55859375,480.0,0.0,475.0,1.0
tai20_5_6.fsp,1,5,best,475,,475.0205078125,1.0,475.0,1.0
tai20_5_6.fsp,2,5,1,475,533.9345703125,480.0,0.0,,
tai20_5_6.fsp,2,5,2,475,535.6572265625,480.0,0.0,,
tai20_5_6.fsp,2,5,3,475,537.1435546875,480.0,0.0,,
tai20_5_6.fsp,2,5,4,475,539.0869140625,481.59765625,0.0,,
tai20_5_6.fsp,2,5,5,475,539.8359375,480.0,0.0,,
tai20_5_6.fsp,2,5,6,475,540.2939453125,480.0,0.0,,
tai20_5_6.fsp,2,5,7,475,540.701171875,475.0,1.0,,
tai20_5_6.fsp,2,5,8,475,541.7666015625,480.0,0.0,475.0,1.0
tai20_5_6.fsp,2,5,9,475,543.798828125,480.1630859375,0.0,475.0,1.0
tai20_5_6.fsp,2,5,10,475,544.0810546875,515.0,0.0,475.0,1.0
tai20_5_6.fsp,2,5,best,475,,475.0,1.0,475.0,1.0
tai20_5_6.fsp,3,5,1,475,533.1591796875,480.0,0.0,,
tai20_5_6.fsp,3,5,2,475,533.330078125,480.0,0.0,,
tai20_5_6.fsp,3,5,3,475,537.1064453125,480.07421875,0.0,,
tai20_5_6.fsp,3,5,4,475,537.2763671875,475.0,1.0,,
tai20_5_6.fsp,3,5,5,475,541.587890625,480.0,0.0,475.0,1.0
tai20_5_6.fsp,3,5,6,475,542.5849609375,480.07421875,0.0,475.0,1.0
tai20_5_6.fsp,3,5,7,475,542.81640625,480.1640625,0.0,475.0,1.0
tai20_5_6.fsp,3,5,8,475,543.92578125,480.0,0.0,475.0,1.0
tai20_5_6.fsp,3,5,9,475,544.033203125,475.0,1.0,475.0,1.0
tai20_5_6.fsp,3,5,10,475,544.5595703125,502.064453125,0.0,475.0,1.0
tai20_5_6.fsp,3,5,best,475,,475.0,1.0,475.0,1.0
tai20_5_6.fsp,4,5,1,475,524.0771484375,480.0,0.0,,
tai20_5_6.fsp,4,5,2,475,526.232421875,480.0,0.0,,
tai20_5_6.fsp,4,5,3,475,532.6474609375,480.0,0.0,,
tai20_5_6.fsp,4,5,4,475,538.2958984375,480.0,0.0,,
tai20_5_6.fsp,4,5,5,475,539.4169921875,480.0,0.0,,
tai20_5_6.fsp,4,5,6,475,542.865234375,480.0,0.0,,
tai20_5_6.fsp,4,5,7,475,543.9208984375,475.08203125,0.9990234375,,
tai20_5_6.fsp,4,5,8,475,544.19921875,480.0,0.0,475.0,0.9990234375
tai20_5_6.fsp,4,5,9,475,544.6728515625,480.0,0.0,475.0,0.9990234375
tai20_5_6.fsp,4,5,10,475,545.77734375,480.0,0.0,475.0,0.9990234375
tai20_5_6.fsp,4,5,best,475,,475.08203125,0.9990234375,475.0,0.9990234375
tai20_5_6.fsp,5,5,1,475,518.634765625,480.0,0.0,,
tai20_5_6.fsp,5,5,2,475,534.48046875,480.126953125,0.0,,
tai20_5_6.fsp,5,5,3,475,535.79296875,480.0,0.0,,
tai20_5_6.fsp,5,5,4,475,536.9443359375,480.0,0.0,,
tai20_5_6.fsp,5,5,5,475,537.962890625,480.0712890625,0.0,,
tai20_5_6.fsp,5,5,6,475,538.48046875,502.0,0.0,,
tai20_5_6.fsp,5,5,7,475,538.986328125,480.3828125,0.0,,
tai20_5_6.fsp,5,5,8,475,540.796875,482.505859375,0.0,,
tai20_5_6.fsp,5,5,9,475,541.4375,480.0,0.0,,
tai20_5_6.fsp,5,5,10,475,543.220703125,492.0,0.0,,
tai20_5_6.fsp,5,5,best,475,,inf,0.0,,
tai20_5_7.fsp,1,5,1,416,489.5859375,416.0,1.0,,
tai20_5_7.fsp,1,5,2,416,490.3310546875,416.0,0.9990234375,416.0,1.0
tai20_5_7.fsp,1,5,3,416,493.08984375,416.0,0.9970703125,416.0,1.0
tai20_5_7.fsp,1,5,4,416,500.3779296875,465.0,0.0,416.0,1.0
tai20_5_7.fsp,1,5,5,416,501.166015625,431.07421875,0.0,416.0,1.0
tai20_5_7.fsp,1,5,6,416,501.36328125,416.625,0.99609375,416.0,1.0
tai20_5_7.fsp,1,5,7,416,502.2802734375,469.7509765625,0.0,416.0,1.0
tai20_5_7.fsp,1,5,8,416,502.859375,434.1787109375,0.0,416.0,1.0
tai20_5_7.fsp,1,5,9,416,502.904296875,468.01171875,0.0,416.0,1.0
tai20_5_7.fsp,1,5,10,416,504.314453125,431.0,0.0,416.0,1.0
tai20_5_7.fsp,1,5,best,416,,416.0,1.0,416.0,1.0
tai20_5_7.fsp,2,5,1,416,492.4482421875,458.97265625,0.0,,
tai20_5_7.fsp,2,5,2,416,493.7705078125,435.4560546875,0.6953125,,
tai20_5_7.fsp,2,5,3,416,501.3564453125,416.0478515625,1.0,416.0,0.6953125
tai20_5_7.fsp,2,5,4,416,501.501953125,468.15234375,0.0,416.0,1.0
tai20_5_7.fsp,2,5,5,416,502.779296875,416.0478515625,0.9990234375,416.0,1.0
tai20_5_7.fsp,2,5,6,416,503.751953125,431.115234375,0.0,416.0,1.0
tai20_5_7.fsp,2,5,7,416,504.3486328125,434.26953125,0.0,416.0,1.0
tai20_5_7.fsp,2,5,8,416,506.1083984375,416.0,0.998046875,416.0,1.0
