instance,run,n_job,n_tries,e_min,initial_average,final_average,prob_opt,lowest_energy_iteration,lowest_energy_prob_iteration
tai20_5_5.fsp,4,4,6,399,436.787109375,399.068359375,0.9951171875,399.0,1.0
tai20_5_5.fsp,4,4,7,399,438.10546875,399.0,1.0,399.0,1.0
tai20_5_5.fsp,4,4,8,399,438.9365234375,399.0,1.0,399.0,1.0
tai20_5_5.fsp,4,4,9,399,439.228515625,399.0,1.0,399.0,1.0
tai20_5_5.fsp,4,4,10,399,439.294921875,419.0,0.0,399.0,1.0
tai20_5_5.fsp,4,4,best,399,,399.0,1.0,399.0,1.0
tai20_5_5.fsp,5,4,1,399,428.921875,399.123046875,0.9951171875,,
tai20_5_5.fsp,5,4,2,399,431.4130859375,399.068359375,0.9892578125,399.0,0.9951171875
tai20_5_5.fsp,5,4,3,399,432.2939453125,399.0,1.0,399.0,0.9951171875
tai20_5_5.fsp,5,4,4,399,433.2119140625,406.73046875,0.57421875,399.0,1.0
tai20_5_5.fsp,5,4,5,399,433.5966796875,419.0,0.0,399.0,1.0
tai20_5_5.fsp,5,4,6,399,434.1650390625,419.0,0.0,399.0,1.0
tai20_5_5.fsp,5,4,7,399,436.611328125,413.0595703125,0.0,399.0,1.0
tai20_5_5.fsp,5,4,8,399,436.9150390625,399.0,0.9990234375,399.0,1.0
tai20_5_5.fsp,5,4,9,399,437.3291015625,419.0,0.0,399.0,1.0
tai20_5_5.fsp,5,4,10,399,437.841796875,413.265625,0.0,399.0,1.0
tai20_5_5.fsp,5,4,best,399,,399.0,1.0,399.0,1.0
tai20_5_6.fsp,1,4,1,445,465.271484375,445.158203125,0.99609375,,
tai20_5_6.fsp,1,4,2,445,465.373046875,445.0,1.0,445.0,0.99609375
tai20_5_6.fsp,1,4,3,445,467.0830078125,445.0,1.0,445.0,1.0
tai20_5_6.fsp,1,4,4,445,467.806640625,445.0,1.0,445.0,1.0
tai20_5_6.fsp,1,4,5,445,471.4228515625,460.0,0.0,445.0,1.0
tai20_5_6.fsp,1,4,6,445,471.892578125,445.099609375,0.9970703125,445.0,1.0
tai20_5_6.fsp,1,4,7,445,472.5107421875,445.0,1.0,445.0,1.0
tai20_5_6.fsp,1,4,8,445,473.392578125,445.0,1.0,445.0,1.0
tai20_5_6.fsp,1,4,9,445,473.453125,460.0,0.0,445.0,1.0
tai20_5_6.fsp,1,4,10,445,473.5029296875,445.0,1.0,445.0,1.0
tai20_5_6.fsp,1,4,best,445,,445.0,1.0,445.0,1.0
tai20_5_6.fsp,2,4,1,445,468.21484375,445.265625,0.9931640625,,
tai20_5_6.fsp,2,4,2,445,468.49609375,445.0,1.0,445.0,0.9931640625
tai20_5_6.fsp,2,4,3,445,469.7841796875,445.0234375,0.9990234375,445.0,1.0
tai20_5_6.fsp,2,4,4,445,472.3251953125,445.052734375,0.9990234375,445.0,1.0
tai20_5_6.fsp,2,4,5,445,472.916015625,445.09375,0.9951171875,445.0,1.0
tai20_5_6.fsp,2,4,6,445,473.1103515625,445.0,1.0,445.0,1.0
tai20_5_6.fsp,2,4,7,445,473.2919921875,445.0,1.0,445.0,1.0
tai20_5_6.fsp,2,4,8,445,473.5712890625,445.0,0.9990234375,445.0,1.0
tai20_5_6.fsp,2,4,9,445,473.70703125,460.0,0.0,445.0,1.0
tai20_5_6.fsp,2,4,10,445,474.2705078125,445.0,1.0,445.0,1.0
tai20_5_6.fsp,2,4,best,445,,445.0,1.0,445.0,1.0
tai20_5_6.fsp,3,4,1,445,466.3759765625,445.0,1.0,,
tai20_5_6.fsp,3,4,2,445,468.212890625,445.0,0.9990234375,445.0,1.0
tai20_5_6.fsp,3,4,3,445,470.556640625,445.0,1.0,445.0,1.0
tai20_5_6.fsp,3,4,4,445,471.9296875,445.0,1.0,445.0,1.0
tai20_5_6.fsp,3,4,5,445,472.5751953125,445.0,0.9990234375,445.0,1.0
tai20_5_6.fsp,3,4,6,445,474.2431640625,445.0234375,0.9951171875,445.0,1.0
tai20_5_6.fsp,3,4,7,445,474.57421875,445.0,1.0,445.0,1.0
tai20_5_6.fsp,3,4,8,445,474.822265625,445.087890625,0.99609375,445.0,1.0
tai20_5_6.fsp,3,4,9,445,474.8525390625,445.0,1.0,445.0,1.0
tai20_5_6.fsp,3,4,10,445,475.1611328125,445.0,0.9990234375,445.0,1.0
tai20_5_6.fsp,3,4,best,445,,445.0,1.0,445.0,1.0
tai20_5_6.fsp,4,4,1,445,472.6015625,445.05859375,0.9970703125,,
tai20_5_6.fsp,4,4,2,445,473.9853515625,445.0,1.0,445.0,0.9970703125
tai20_5_6.fsp,4,4,3,445,475.7421875,445.0,0.9990234375,445.0,1.0
tai20_5_6.fsp,4,4,4,445,476.775390625,445.0673828125,0.998046875,445.0,1.0
tai20_5_6.fsp,4,4,5,445,477.583984375,445.0146484375,1.0,445.0,1.0
tai20_5_6.fsp,4,4,6,445,477.6865234375,445.0,1.0,445.0,1.0
tai20_5_6.fsp,4,4,7,445,478.4619140625,445.0,1.0,445.0,1.0
tai20_5_6.fsp,4,4,8,445,478.595703125,445.0,1.0,445.0,1.0
tai20_5_6.fsp,4,4,9,445,479.7041015625,460.0,0.0,445.0,1.0
tai20_5_6.fsp,4,4,10,445,479.8173828125,445.0,1.0,445.0,1.0
tai20_5_6.fsp,4,4,best,445,,445.0,1.0,445.0,1.0
tai20_5_6.fsp,5,4,1,445,469.296875,445.0,0.9990234375,,
tai20_5_6.fsp,5,4,2,445,469.755859375,445.0,1.0,445.0,0.9990234375
tai20_5_6.fsp,5,4,3,445,471.1962890625,445.0,1.0,445.0,1.0
tai20_5_6.fsp,5,4,4,445,471.4453125,445.0146484375,1.0,445.0,1.0
tai20_5_6.fsp,5,4,5,445,472.2490234375,445.0,1.0,445.0,1.0
tai20_5_6.fsp,5,4,6,445,472.3564453125,460.0,0.0,445.0,1.0
tai20_5_6.fsp,5,4,7,445,472.380859375,445.0,1.0,445.0,1.0
tai20_5_6.fsp,5,4,8,445,474.552734375,445.486328125,0.984375,445.0,1.0
tai20_5_6.fsp,5,4,9,445,474.8134765625,445.0,1.0,445.0,1.0
tai20_5_6.fsp,5,4,10,445,475.2880859375,445.0,1.0,445.0,1.0
tai20_5_6.fsp,5,4,best,445,,445.0,1.0,445.0,1.0
tai20_5_7.fsp,1,4,1,341,402.2509765625,341.07421875,1.0,,
tai20_5_7.fsp,1,4,2,341,403.9365234375,341.0,0.998046875,341.0,1.0
tai20_5_7.fsp,1,4,3,341,407.326171875,341.0,1.0,341.0,1.0
tai20_5_7.fsp,1,4,4,341,409.6220703125,341.0,1.0,341.0,1.0
tai20_5_7.fsp,1,4,5,341,409.83984375,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,1,4,6,341,411.21875,341.0,1.0,341.0,1.0
tai20_5_7.fsp,1,4,7,341,411.4619140625,341.0,1.0,341.0,1.0
tai20_5_7.fsp,1,4,8,341,413.7841796875,341.0,1.0,341.0,1.0
tai20_5_7.fsp,1,4,9,341,414.4169921875,341.0,1.0,341.0,1.0
tai20_5_7.fsp,1,4,10,341,415.21484375,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,1,4,best,341,,341.07421875,1.0,341.0,1.0
tai20_5_7.fsp,2,4,1,341,405.876953125,341.0,1.0,,
tai20_5_7.fsp,2,4,2,341,406.8232421875,341.0,1.0,341.0,1.0
tai20_5_7.fsp,2,4,3,341,407.0634765625,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,2,4,4,341,407.978515625,341.0,1.0,341.0,1.0
tai20_5_7.fsp,2,4,5,341,409.9580078125,341.060546875,1.0,341.0,1.0
tai20_5_7.fsp,2,4,6,341,410.3671875,341.392578125,0.9990234375,341.0,1.0
tai20_5_7.fsp,2,4,7,341,411.78125,341.0,1.0,341.0,1.0
tai20_5_7.fsp,2,4,8,341,411.9443359375,341.0,1.0,341.0,1.0
tai20_5_7.fsp,2,4,9,341,415.001953125,341.0,1.0,341.0,1.0
tai20_5_7.fsp,2,4,10,341,415.359375,341.14453125,0.994140625,341.0,1.0
tai20_5_7.fsp,2,4,best,341,,341.0,1.0,341.0,1.0
tai20_5_7.fsp,3,4,1,341,397.1767578125,341.0,1.0,,
tai20_5_7.fsp,3,4,2,341,404.2001953125,341.0,1.0,341.0,1.0
tai20_5_7.fsp,3,4,3,341,405.3681640625,390.0126953125,0.0,341.0,1.0
tai20_5_7.fsp,3,4,4,341,407.8623046875,341.0,1.0,341.0,1.0
tai20_5_7.fsp,3,4,5,341,411.1806640625,341.087890625,1.0,341.0,1.0
tai20_5_7.fsp,3,4,6,341,415.1142578125,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,3,4,7,341,415.92578125,341.0,1.0,341.0,1.0
tai20_5_7.fsp,3,4,8,341,416.0185546875,403.0,0.0,341.0,1.0
tai20_5_7.fsp,3,4,9,341,416.8818359375,341.0,1.0,341.0,1.0
tai20_5_7.fsp,3,4,10,341,417.8232421875,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,3,4,best,341,,341.0,1.0,341.0,1.0
tai20_5_7.fsp,4,4,1,341,372.818359375,341.0,1.0,,
tai20_5_7.fsp,4,4,2,341,405.8427734375,341.34765625,0.99609375,341.0,1.0
tai20_5_7.fsp,4,4,3,341,408.0146484375,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,4,4,4,341,408.84375,341.0,1.0,341.0,1.0
tai20_5_7.fsp,4,4,5,341,412.330078125,341.541015625,0.9970703125,341.0,1.0
tai20_5_7.fsp,4,4,6,341,412.4365234375,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,4,4,7,341,412.603515625,341.0,1.0,341.0,1.0
tai20_5_7.fsp,4,4,8,341,413.224609375,341.0,1.0,341.0,1.0
tai20_5_7.fsp,4,4,9,341,413.23046875,341.087890625,1.0,341.0,1.0
tai20_5_7.fsp,4,4,10,341,413.763671875,341.0,1.0,341.0,1.0
tai20_5_7.fsp,4,4,best,341,,341.0,1.0,341.0,1.0
tai20_5_7.fsp,5,4,1,341,396.8486328125,341.0,1.0,,
tai20_5_7.fsp,5,4,2,341,407.0126953125,341.0,1.0,341.0,1.0
tai20_5_7.fsp,5,4,3,341,407.4931640625,341.0,1.0,341.0,1.0
tai20_5_7.fsp,5,4,4,341,407.54296875,390.0,0.0,341.0,1.0
tai20_5_7.fsp,5,4,5,341,409.2470703125,341.0,1.0,341.0,1.0
tai20_5_7.fsp,5,4,6,341,410.615234375,341.0,0.9990234375,341.0,1.0
tai20_5_7.fsp,5,4,7,341,410.7138671875,341.0625,0.9990234375,341.0,1.0
tai20_5_7.fsp,5,4,8,341,411.853515625,341.0,1.0,341.0,1.0
tai20_5_7.fsp,5,4,9,341,412.076171875,341.20703125,1.0,341.0,1.0
tai20_5_7.fsp,5,4,10,341,413.2861328125,390.0,0.0,341.0,1.0
tai20_5_7.fsp,5,4,best,341,,341.0,1.0,341.0,1.0
tai20_5_8.fsp,1,4,1,442,461.3232421875,442.0,1.0,,
tai20_5_8.fsp,1,4,2,442,479.9580078125,442.0,1.0,442.0,1.0
tai20_5_8.fsp,1,4,3,442,488.3935546875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,1,4,4,442,489.193359375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,1,4,5,442,491.8271484375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,1,4,6,442,495.4033203125,442.0,1.0,442.0,1.0
tai20_5_8.fsp,1,4,7,442,499.8564453125,442.09375,1.0,442.0,1.0
tai20_5_8.fsp,1,4,8,442,502.8427734375,442.380859375,0.9970703125,442.0,1.0
tai20_5_8.fsp,1,4,9,442,502.9619140625,442.0,0.9990234375,442.0,1.0
tai20_5_8.fsp,1,4,10,442,503.6962890625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,1,4,best,442,,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,1,442,464.76953125,442.0,1.0,,
tai20_5_8.fsp,2,4,2,442,492.8076171875,442.1796875,1.0,442.0,1.0
tai20_5_8.fsp,2,4,3,442,496.787109375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,4,442,497.587890625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,5,442,497.6865234375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,6,442,501.2373046875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,7,442,504.3828125,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,8,442,506.591796875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,9,442,507.1650390625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,2,4,10,442,511.86328125,442.09375,0.9990234375,442.0,1.0
tai20_5_8.fsp,2,4,best,442,,442.0,1.0,442.0,1.0
tai20_5_8.fsp,3,4,1,442,487.3623046875,442.1259765625,0.9970703125,,
tai20_5_8.fsp,3,4,2,442,495.564453125,442.0,1.0,442.0,0.9970703125
tai20_5_8.fsp,3,4,3,442,499.2294921875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,3,4,4,442,501.9501953125,442.072265625,0.998046875,442.0,1.0
tai20_5_8.fsp,3,4,5,442,505.265625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,3,4,6,442,508.5751953125,442.2900390625,0.99609375,442.0,1.0
tai20_5_8.fsp,3,4,7,442,508.6806640625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,3,4,8,442,511.24609375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,3,4,9,442,511.8515625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,3,4,10,442,512.220703125,442.0,1.0,442.0,1.0
tai20_5_8.fsp,3,4,best,442,,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,1,442,478.080078125,442.0,1.0,,
tai20_5_8.fsp,4,4,2,442,486.1884765625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,3,442,490.416015625,442.248046875,0.9990234375,442.0,1.0
tai20_5_8.fsp,4,4,4,442,496.4189453125,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,5,442,498.177734375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,6,442,499.671875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,7,442,501.728515625,442.0,0.9990234375,442.0,1.0
tai20_5_8.fsp,4,4,8,442,502.4423828125,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,9,442,503.4130859375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,10,442,506.0810546875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,4,4,best,442,,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,1,442,478.4951171875,442.0,1.0,,
tai20_5_8.fsp,5,4,2,442,492.267578125,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,3,442,492.46875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,4,442,492.9208984375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,5,442,493.0302734375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,6,442,494.3671875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,7,442,501.49609375,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,8,442,503.6435546875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,9,442,504.0498046875,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,10,442,504.6259765625,442.0,1.0,442.0,1.0
tai20_5_8.fsp,5,4,best,442,,442.0,1.0,442.0,1.0
tai20_5_9.fsp,1,4,1,471,485.755859375,471.0,1.0,,
tai20_5_9.fsp,1,4,2,471,491.88671875,471.1142578125,0.9990234375,471.0,1.0
tai20_5_9.fsp,1,4,3,471,494.33203125,471.08984375,0.994140625,471.0,1.0
tai20_5_9.fsp,1,4,4,471,496.970703125,473.685546875,0.568359375,471.0,1.0
tai20_5_9.fsp,1,4,5,471,499.2451171875,475.34765625,0.2783203125,471.0,1.0
tai20_5_9.fsp,1,4,6,471,501.623046875,471.0,0.9990234375,471.0,1.0
tai20_5_9.fsp,1,4,7,471,502.7177734375,471.3486328125,0.95703125,471.0,1.0
tai20_5_9.fsp,1,4,8,471,502.8134765625,471.0732421875,0.9951171875,471.0,1.0
tai20_5_9.fsp,1,4,9,471,503.146484375,471.076171875,0.9931640625,471.0,1.0
tai20_5_9.fsp,1,4,10,471,503.345703125,473.2275390625,0.8515625,471.0,1.0
tai20_5_9.fsp,1,4,best,471,,471.0,1.0,471.0,1.0
tai20_5_9.fsp,2,4,1,471,487.55078125,471.005859375,0.9990234375,,
tai20_5_9.fsp,2,4,2,471,494.390625,471.0,0.9970703125,471.0,0.9990234375
tai20_5_9.fsp,2,4,3,471,497.060546875,471.0,1.0,471.0,0.9990234375
tai20_5_9.fsp,2,4,4,471,497.271484375,471.0,1.0,471.0,1.0
tai20_5_9.fsp,2,4,5,471,498.7431640625,471.0849609375,0.998046875,471.0,1.0
tai20_5_9.fsp,2,4,6,471,500.5009765625,471.0,0.9990234375,471.0,1.0
tai20_5_9.fsp,2,4,7,471,502.8525390625,471.1025390625,0.9814453125,471.0,1.0
tai20_5_9.fsp,2,4,8,471,504.740234375,471.0,0.9990234375,471.0,1.0
tai20_5_9.fsp,2,4,9,471,504.861328125,471.2890625,0.9970703125,471.0,1.0
tai20_5_9.fsp,2,4,10,471,505.7001953125,471.005859375,0.9990234375,471.0,1.0
tai20_5_9.fsp,2,4,best,471,,471.0,1.0,471.0,1.0
tai20_5_9.fsp,3,4,1,471,489.0810546875,471.0380859375,0.994140625,,
tai20_5_9.fsp,3,4,2,471,489.7578125,471.1083984375,0.9921875,471.0,0.994140625
tai20_5_9.fsp,3,4,3,471,491.3291015625,471.0,1.0,471.0,0.994140625
tai20_5_9.fsp,3,4,4,471,494.509765625,471.146484375,0.994140625,471.0,1.0
tai20_5_9.fsp,3,4,5,471,497.88671875,471.0703125,0.9990234375,471.0,1.0
tai20_5_9.fsp,3,4,6,471,499.9169921875,471.0,1.0,471.0,1.0
tai20_5_9.fsp,3,4,7,471,501.705078125,471.0,0.9990234375,471.0,1.0
tai20_5_9.fsp,3,4,8,471,503.248046875,471.046875,0.9921875,471.0,1.0
tai20_5_9.fsp,3,4,9,471,503.8623046875,471.123046875,0.986328125,471.0,1.0
tai20_5_9.fsp,3,4,10,471,504.658203125,471.1201171875,0.9814453125,471.0,1.0
tai20_5_9.fsp,3,4,best,471,,471.0,1.0,471.0,1.0
tai20_5_9.fsp,4,4,1,471,486.6171875,471.0,1.0,,
tai20_5_9.fsp,4,4,2,471,493.6123046875,476.3994140625,0.134765625,471.0,1.0
tai20_5_9.fsp,4,4,3,471,493.6171875,471.12890625,0.986328125,471.0,1.0
tai20_5_9.fsp,4,4,4,471,496.3427734375,475.6884765625,0.2158203125,471.0,1.0
tai20_5_9.fsp,4,4,5,471,496.7578125,471.05859375,0.994140625,471.0,1.0
tai20_5_9.fsp,4,4,6,471,496.89453125,471.123046875,0.9873046875,471.0,1.0
tai20_5_9.fsp,4,4,7,471,497.0048828125,471.0,1.0,471.0,1.0
tai20_5_9.fsp,4,4,8,471,497.0078125,471.111328125,0.9931640625,471.0,1.0
tai20_5_9.fsp,4,4,9,471,501.9130859375,471.0703125,0.9951171875,471.0,1.0
tai20_5_9.fsp,4,4,10,471,501.9453125,477.0849609375,0.0,471.0,1.0
tai20_5_9.fsp,4,4,best,471,,471.0,1.0,471.0,1.0
tai20_5_9.fsp,5,4,1,471,484.3876953125,471.0693359375,0.9990234375,,
tai20_5_9.fsp,5,4,2,471,492.11328125,471.017578125,0.9931640625,471.0,0.9990234375
tai20_5_9.fsp,5,4,3,471,494.9365234375,471.0,1.0,471.0,0.9990234375
tai20_5_9.fsp,5,4,4,471,496.0546875,471.0263671875,0.9990234375,471.0,1.0
tai20_5_9.fsp,5,4,5,471,496.681640625,471.05859375,0.98828125,471.0,1.0
tai20_5_9.fsp,5,4,6,471,499.4267578125,471.3134765625,0.94921875,471.0,1.0
tai20_5_9.fsp,5,4,7,471,502.5693359375,473.6533203125,0.576171875,471.0,1.0
tai20_5_9.fsp,5,4,8,471,502.64453125,471.111328125,0.9736328125,471.0,1.0
tai20_5_9.fsp,5,4,9,471,503.0380859375,474.083984375,0.5205078125,471.0,1.0
tai20_5_9.fsp,5,4,10,471,503.2841796875,471.0322265625,0.99609375,471.0,1.0
tai20_5_9.fsp,5,4,best,471,,471.0,1.0,471.0,1.0
tai20_5_0.fsp,1,5,1,576,594.32421875,582.025390625,0.0,,
tai20_5_0.fsp,1,5,2,576,598.0439453125,578.2060546875,0.0,,
tai20_5_0.fsp,1,5,3,576,599.11328125,577.05078125,0.47265625,,
tai20_5_0.fsp,1,5,4,576,599.3837890625,582.0,0.0,576.0,0.47265625
tai20_5_0.fsp,1,5,5,576,599.751953125,578.0166015625,0.0,576.0,0.47265625
tai20_5_0.fsp,1,5,6,576,599.7529296875,578.0234375,0.001953125,576.0,0.47265625
tai20_5_0.fsp,1,5,7,576,599.876953125,582.078125,0.0,576.0,0.47265625
tai20_5_0.fsp,1,5,8,576,599.9375,576.0,0.99609375,576.0,0.47265625
tai20_5_0.fsp,1,5,9,576,600.013671875,578.0732421875,0.0,576.0,0.99609375
tai20_5_0.fsp,1,5,10,576,600.3056640625,582.01953125,0.0,576.0,0.99609375
tai20_5_0.fsp,1,5,best,576,,576.0,0.99609375,576.0,0.99609375
tai20_5_0.fsp,2,5,1,576,596.70703125,582.107421875,0.0,,
tai20_5_0.fsp,2,5,2,576,596.904296875,579.5,0.0,,
tai20_5_0.fsp,2,5,3,576,597.091796875,582.029296875,0.0,,
tai20_5_0.fsp,2,5,4,576,598.0205078125,580.53515625,0.755859375,,
tai20_5_0.fsp,2,5,5,576,598.8916015625,585.033203125,0.0,576.0,0.755859375
tai20_5_0.fsp,2,5,6,576,599.01171875,578.0537109375,0.0,576.0,0.755859375
tai20_5_0.fsp,2,5,7,576,599.1201171875,582.0,0.0,576.0,0.755859375
tai20_5_0.fsp,2,5,8,576,599.583984375,578.0,0.0,576.0,0.755859375
tai20_5_0.fsp,2,5,9,576,599.92578125,576.0,0.99609375,576.0,0.755859375
tai20_5_0.fsp,2,5,10,576,600.0419921875,583.5400390625,0.0,576.0,0.99609375
tai20_5_0.fsp,2,5,best,576,,576.0,0.99609375,576.0,0.99609375
tai20_5_0.fsp,3,5,1,576,598.013671875,581.2705078125,0.7060546875,,
tai20_5_0.fsp,3,5,2,576,598.8857421875,582.03125,0.0,576.0,0.7060546875
tai20_5_0.fsp,3,5,3,576,599.0634765625,580.8095703125,0.0,576.0,0.7060546875
tai20_5_0.fsp,3,5,4,576,599.3779296875,582.015625,0.0,576.0,0.7060546875
tai20_5_0.fsp,3,5,5,576,599.5,577.03125,0.4794921875,576.0,0.7060546875
tai20_5_0.fsp,3,5,6,576,599.578125,583.5166015625,0.0,576.0,0.7060546875
tai20_5_0.fsp,3,5,7,576,599.869140625,585.0,0.0,576.0,0.7060546875
tai20_5_0.fsp,3,5,8,576,600.0791015625,583.6484375,0.0,576.0,0.7060546875
tai20_5_0.fsp,3,5,9,576,600.169921875,578.0634765625,0.0,576.0,0.7060546875
tai20_5_0.fsp,3,5,10,576,600.2041015625,576.0625,0.99609375,576.0,0.7060546875
tai20_5_0.fsp,3,5,best,576,,576.0625,0.99609375,576.0,0.99609375
tai20_5_0.fsp,4,5,1,576,596.0302734375,577.07421875,0.51953125,,
tai20_5_0.fsp,4,5,2,576,596.84375,578.0,0.0,576.0,0.51953125
tai20_5_0.fsp,4,5,3,576,596.8701171875,583.095703125,0.0,576.0,0.51953125
tai20_5_0.fsp,4,5,4,576,597.08203125,582.396484375,0.1953125,576.0,0.51953125
tai20_5_0.fsp,4,5,5,576,597.1396484375,583.2431640625,0.0,576.0,0.51953125
tai20_5_0.fsp,4,5,6,576,597.8583984375,582.0087890625,0.0,576.0,0.51953125
tai20_5_0.fsp,4,5,7,576,598.0654296875,583.57421875,0.0,576.0,0.51953125
tai20_5_0.fsp,4,5,8,576,598.201171875,576.1650390625,0.9912109375,576.0,0.51953125
tai20_5_0.fsp,4,5,9,576,598.6513671875,581.33203125,0.0,576.0,0.9912109375
tai20_5_0.fsp,4,5,10,576,598.7958984375,582.0,0.0,576.0,0.9912109375
tai20_5_0.fsp,4,5,best,576,,576.1650390625,0.9912109375,576.0,0.9912109375
tai20_5_0.fsp,5,5,1,576,597.115234375,582.0,0.0,,
tai20_5_0.fsp,5,5,2,576,597.349609375,576.083984375,1.0,,
tai20_5_0.fsp,5,5,3,576,597.83984375,577.1162109375,0.525390625,576.0,1.0
tai20_5_0.fsp,5,5,4,576,598.037109375,578.16796875,0.0,576.0,1.0
tai20_5_0.fsp,5,5,5,576,598.4150390625,578.0,0.0,576.0,1.0
tai20_5_0.fsp,5,5,6,576,599.3603515625,582.02734375,0.0,576.0,1.0
tai20_5_0.fsp,5,5,7,576,599.40625,581.5830078125,0.111328125,576.0,1.0
tai20_5_0.fsp,5,5,8,576,599.5830078125,582.0087890625,0.0,576.0,1.0
tai20_5_0.fsp,5,5,9,576,600.0634765625,576.0,1.0,576.0,1.0
tai20_5_0.fsp,5,5,10,576,600.1123046875,578.0,0.0,576.0,1.0
tai20_5_0.fsp,5,5,best,576,,576.083984375,1.0,576.0,1.0
tai20_5_1.fsp,1,5,1,534,566.0908203125,535.58984375,0.9619140625,,
tai20_5_1.fsp,1,5,2,534,575.865234375,549.265625,0.0,534.0,0.9619140625
tai20_5_1.fsp,1,5,3,534,577.875,534.0,1.0,534.0,0.9619140625
tai20_5_1.fsp,1,5,4,534,582.6826171875,534.0,0.9990234375,534.0,1.0
tai20_5_1.fsp,1,5,5,534,584.4462890625,549.2275390625,0.0,534.0,1.0
tai20_5_1.fsp,1,5,6,534,585.2783203125,553.029296875,0.0,534.0,1.0
tai20_5_1.fsp,1,5,7,534,585.40625,540.25390625,0.0,534.0,1.0
tai20_5_1.fsp,1,5,8,534,586.5888671875,549.0,0.0,534.0,1.0
tai20_5_1.fsp,1,5,9,534,586.7109375,534.03125,1.0,534.0,1.0
tai20_5_1.fsp,1,5,10,534,587.775390625,540.125,0.0,534.0,1.0
tai20_5_1.fsp,1,5,best,534,,534.0,1.0,534.0,1.0
tai20_5_1.fsp,2,5,1,534,566.10546875,554.1455078125,0.0,,
tai20_5_1.fsp,2,5,2,534,584.1884765625,556.7333984375,0.009765625,,
tai20_5_1.fsp,2,5,3,534,584.2099609375,549.0107421875,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,4,534,584.2890625,557.5419921875,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,5,534,584.736328125,558.5712890625,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,6,534,585.5595703125,558.4228515625,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,7,534,585.58984375,559.1015625,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,8,534,586.0546875,554.0654296875,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,9,534,586.1240234375,559.8916015625,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,10,534,586.7314453125,554.0,0.0,534.0,0.009765625
tai20_5_1.fsp,2,5,best,534,,556.7333984375,0.009765625,534.0,0.009765625
tai20_5_1.fsp,3,5,1,534,565.68359375,547.33203125,0.5009765625,,
tai20_5_1.fsp,3,5,2,534,566.1083984375,555.8603515625,0.0908203125,534.0,0.5009765625
tai20_5_1.fsp,3,5,3,534,574.9765625,534.0,0.998046875,534.0,0.5009765625
tai20_5_1.fsp,3,5,4,534,577.33984375,540.0087890625,0.0,534.0,0.998046875
tai20_5_1.fsp,3,5,5,534,578.201171875,534.1318359375,0.9990234375,534.0,0.998046875
